Customer ID,Dummy_Customer_id,Gender_Converted,Age,Age_Bucket_Converted,Married_converted,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Tenure_bucket_converted,Offer_Converted,Phone_Service Converted,Avg Monthly Long Distance Charges,Multiple_lines_woe,Internet Service Converted,Internet_type_converted,Avg Monthly GB Download,Online_Security_Woe,Online_Backup_woe,Device_Protection_Plan,Premium Tech Support,Streaming_Tv_woe,Streaming_movie_woe,Streaming_music_woe,Unlimited_Data_Converted,Contract_Converted,PaperLess_Biling_woe,Payment_method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Target
8050-DVOJX,5716,0.02,67,-0.4,-0.31,0,93530,36.560498,-117.962461,0,49,0.67,0.95,-0.01,43.19,0.08,-0.26,0.05,10,0.75,0.27,0.22,0.7,-0.33,-0.17,-0.14,-0.2,2.6,0.62,0.76,81.35,4060.9,0,0,2116.31,6177.21,0
8050-WYBND,5717,-0.02,55,0.13,-0.31,2,90606,33.976678,-118.065875,0,22,0.23,-0.03,0.08,,0.08,-0.26,0.46,29,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,49.45,1031.4,0,0,0,1031.4,0
8050-XGRVL,5718,-0.02,22,0.19,0.39,3,96062,40.531257,-122.148139,5,62,1.63,0.95,-0.01,32.92,0.08,-0.26,0.46,71,0.75,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,0.76,54.75,3425.35,8.5,0,2041.04,5457.89,0
8051-HJRLT,5719,-0.02,72,-0.4,-0.31,0,92397,34.358321,-117.618263,0,1,-0.78,-1.14,-0.01,18.2,0.08,-0.26,-0.64,13,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,70.55,70.55,0,0,18.2,88.75,1
8053-WWDRO,5720,-0.02,62,-0.4,0.39,0,92109,32.787836,-117.232376,1,6,-0.78,-0.03,-0.01,31.7,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.35,19.5,146.3,0,0,190.2,336.5,1
8058-DMYRU,5721,0.02,69,-0.4,-0.31,0,91208,34.195386,-118.238508,0,54,0.67,-0.03,-0.01,18.58,0.08,-0.26,-0.64,14,-0.69,0.27,-0.58,-0.7,-0.33,-0.17,-0.35,-0.2,2.6,-0.34,-0.35,-8,4931.8,0,0,1003.32,5935.12,0
8058-INTPH,5722,-0.02,57,0.13,-0.31,0,92109,32.787836,-117.232376,0,1,-0.78,-0.03,-0.01,22.48,0.08,-0.26,-0.64,5,-0.69,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,79.65,79.65,0,0,22.48,102.13,1
8058-JMEQO,5723,-0.02,76,-0.4,-0.31,0,92121,32.898613,-117.202937,0,9,-0.78,-1.14,-0.01,12.91,0.08,-0.26,-0.64,21,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,84.45,762.5,0,0,116.19,878.69,1
8059-UDZFY,5724,-0.02,73,-0.4,-0.31,2,95458,39.141934,-122.770679,0,33,0.23,0.2,-0.01,12.75,0.08,-0.26,-0.64,19,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,2.6,-0.34,-0.35,105.35,3465.05,0,0,420.75,3885.8,0
8060-HIWJJ,5725,0.02,35,0.19,-0.31,0,95648,38.922812,-121.312005,0,64,1.63,0.95,-0.01,14.39,0.08,-0.26,0.46,7,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,86.55,5632.55,0,0,920.96,6553.51,0
8062-YBDOE,5726,0.02,70,-0.4,-0.31,0,91351,34.422519,-118.420717,0,1,-0.78,-0.03,-0.01,7.23,0.08,-0.26,-0.64,2,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,69.65,69.65,0,0,7.23,76.88,1
8063-GBATB,5727,-0.02,74,-0.4,-0.31,0,95426,38.838088,-122.73203,0,27,0.23,-0.03,-0.01,31.17,0.08,-0.26,-0.64,25,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,85.25,2287.25,0,0,841.59,3128.84,1
8063-RJYNF,5728,0.02,27,0.19,-0.31,0,94804,37.921034,-122.341798,0,16,-0.78,-0.03,-0.01,20.44,0.08,-0.26,-0.64,59,0.75,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.3,-0.9,-0.34,-0.35,94.25,1483.25,0,140,327.04,1950.29,1
8064-RAVOH,5729,0.02,44,0.13,-0.31,3,93030,34.223244,-119.18012,0,1,-0.78,-1.14,-0.01,42.55,0.08,-0.26,0.46,25,-0.69,-0.61,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,49.85,49.85,0,0,42.55,92.4,0
8065-BVEPF,5730,0.02,80,-0.77,-0.31,0,95494,38.888351,-123.239647,0,65,1.63,0.95,-0.01,18.23,0.08,-0.26,-0.64,3,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,99.1,6496.15,0,0,1184.95,7681.1,0
8065-QBYTO,5731,-0.02,68,-0.4,-0.31,0,91768,34.067932,-117.785168,0,71,1.63,1.61,-0.01,3.91,0.08,-0.26,-0.64,12,0.75,0.27,-0.58,0.7,-0.17,-0.34,-0.35,-0.2,1.1,-0.34,0.76,99.65,7181.25,0,0,277.61,7458.86,0
8065-YKXKD,5732,-0.02,39,0.19,-0.31,0,92126,32.886925,-117.152162,0,10,-0.78,-0.03,-0.01,5.63,0.08,-0.26,-0.64,26,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,74.75,799.65,0,0,56.3,855.95,1
8066-POXGX,5733,-0.02,28,0.19,-0.31,0,93720,36.878709,-119.7645,0,13,-0.78,-0.01,0.08,,0.08,-0.26,0.05,53,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,-3,446.1,0,0,0,446.1,1
8067-NIOYM,5734,-0.02,51,0.13,0.39,3,92602,33.720359,-117.733655,9,24,0.23,0.2,-0.01,20.6,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,0.76,21.1,490.65,0,0,494.4,985.05,0
8069-RHUXK,5735,-0.02,55,0.13,0.39,0,92832,33.868316,-117.929029,5,67,1.63,-0.03,0.08,,0.08,-0.26,0.05,30,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,0.76,35.7,2545.7,0,0,0,2545.7,0
8069-YQQAJ,5736,0.02,63,-0.4,-0.31,0,91604,34.139082,-118.39275,0,14,-0.78,-0.01,0.08,,0.08,-0.26,0.05,12,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.48,31.1,419.7,0,0,0,419.7,0
8070-AAWZP,5737,0.02,68,-0.4,0.39,0,95681,38.984756,-121.345074,3,24,0.23,-0.03,0.08,,0.08,-0.26,0.05,28,-0.69,-0.61,0.22,0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,0.76,34.25,828.2,0,0,0,828.2,0
8071-SBTRN,5738,-0.02,63,-0.4,-0.31,0,91304,34.224377,-118.632656,0,70,1.63,-0.03,-0.01,23.15,0.08,-0.26,-0.64,17,0.75,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,111.15,7737.55,46.26,0,1620.5,9311.79,0
8073-IJDCM,5739,-0.02,44,0.13,-0.31,0,95672,38.724322,-120.991237,0,1,-0.78,-1.14,-0.01,26.37,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,-0.34,-0.48,20.3,20.3,0,0,26.37,46.67,1
8075-GXIUB,5740,0.02,79,-0.4,0.39,0,91978,32.730264,-116.950963,3,9,-0.78,-0.03,-0.01,22.79,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,19.85,183.15,0,0,205.11,388.26,0
8076-FEZKJ,5741,0.02,58,0.13,-0.31,0,92676,33.782346,-117.635263,0,10,-0.78,-0.03,-0.01,15.71,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,19.5,225.85,0,0,157.1,382.95,0
8079-XRJRS,5742,0.02,39,0.19,0.39,0,95668,38.833554,-121.498102,5,65,1.63,0.95,-0.01,49.33,0.08,-0.26,-0.64,16,0.75,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,-0.35,89.75,5769.6,18.72,0,3206.45,8957.33,1
8080-DDEMJ,5743,0.02,71,-0.4,-0.31,0,91204,34.136306,-118.26036,0,1,-0.78,-1.14,-0.01,15.28,0.08,-0.26,0.05,14,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,45.1,45.1,0,0,15.28,60.38,1
8080-POTJR,5744,-0.02,59,0.13,-0.31,0,90275,33.753146,-118.367459,0,30,0.23,0.2,-0.01,6.74,0.08,-0.26,0.46,18,0.75,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,79.3,2427.1,0,0,202.2,2629.3,0
8082-GHXOP,5745,0.02,20,0.19,-0.31,1,95627,38.834469,-122.127193,0,13,-0.78,-0.01,-0.01,26.63,0.08,-0.26,0.46,27,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.14,-0.2,-0.9,0.62,0.76,44,659.35,0,0,346.19,1005.54,0
8083-YTZES,5746,0.02,52,0.13,-0.31,0,92113,32.697098,-117.116587,0,4,-0.78,-0.03,-0.01,47.82,0.08,-0.26,-0.64,13,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,74.35,265.35,0,0,191.28,456.63,1
8084-OIVBS,5747,-0.02,31,0.19,-0.31,0,95612,38.384648,-121.578701,0,11,-0.78,-0.01,-0.01,46.49,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,20,211.95,0,0,511.39,723.34,0
8085-MSNLK,5748,-0.02,21,0.19,0.39,0,95124,37.257063,-121.923037,3,62,1.63,0.95,-0.01,42.68,0.08,-0.26,-0.64,51,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,113.95,6891.4,0,0,2646.16,9537.56,0
8086-OVPWV,5749,0.02,58,0.13,-0.31,0,92117,32.825086,-117.199424,0,2,-0.78,-0.03,-0.01,26.47,0.08,-0.26,-0.64,10,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.3,-0.9,-0.34,-0.35,80.2,181.1,0,10,52.94,244.04,1
8087-LGYHQ,5750,0.02,40,0.13,-0.31,0,92325,34.248061,-117.29028,0,9,-0.78,-1.14,-0.01,15.53,0.08,-0.26,-0.64,14,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,94.05,811.65,0,0,139.77,951.42,0
8089-UZWLX,5751,-0.02,75,-0.4,-0.31,0,95317,37.127386,-120.506422,0,71,1.63,1.61,-0.01,47.86,0.08,-0.26,-0.64,16,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,2.6,0.62,-0.35,104.05,7413.55,0,0,3398.06,10811.61,0
8091-TTVAX,5752,0.02,39,0.19,0.39,0,90014,34.043144,-118.251977,7,58,0.67,0.95,-0.01,5.69,0.08,-0.26,-0.64,10,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,0.76,100.35,5681.1,0,0,330.02,6011.12,0
8092-NLTGF,5753,0.02,25,0.19,-0.31,0,91335,34.200175,-118.540958,0,72,1.63,1.61,-0.01,29.29,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,24.75,1777.6,0,0,2108.88,3886.48,0
8095-WANWK,5754,-0.02,46,0.13,-0.31,0,93239,35.996923,-120.000951,0,10,-0.78,-0.01,-0.01,3.55,0.08,-0.26,0.46,29,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,0.62,0.76,45.25,428.7,44.9,0,35.5,419.3,0
8096-LOIST,5755,-0.02,57,0.13,-0.31,0,95978,39.904002,-121.527823,0,19,-0.78,-0.01,-0.01,40.22,0.08,-0.26,0.05,22,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,56.2,1093.4,0,0,764.18,1857.58,0
8097-OMULG,5756,0.02,63,-0.4,0.39,2,95116,37.350284,-121.852855,1,59,0.67,-0.03,-0.01,15.94,0.08,-0.26,0.46,19,-0.69,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,0.76,76.75,4541.9,0,0,940.46,5482.36,0
8097-VBQTZ,5757,0.02,61,-0.4,-0.31,0,92806,33.83796,-117.870494,0,54,0.67,0.95,-0.01,27.62,0.08,-0.26,0.05,24,0.75,0.27,-0.58,0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,69.9,3883.3,0,0,1491.48,5374.78,0
8098-LLAZX,5758,-0.02,74,-0.4,-0.31,0,92122,32.85723,-117.209774,0,4,-0.78,-1.14,-0.01,31.61,0.08,-0.26,-0.64,2,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,95.45,396.1,0,0,126.44,522.54,1
8098-TDCBU,5759,-0.02,55,0.13,0.39,0,93643,37.244307,-119.470256,9,42,0.67,-0.03,-0.01,33.63,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,25.25,1108.2,0,0,1412.46,2520.66,0
8099-MZPUJ,5760,0.02,49,0.13,0.39,2,93923,36.460611,-121.852507,10,48,0.67,-0.03,-0.01,12.57,0.08,-0.26,-0.64,18,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,111.8,5443.65,0,0,603.36,6047.01,0
8100-HZZLJ,5761,-0.02,26,0.19,-0.31,1,92201,33.713891,-116.237257,0,43,0.67,-0.03,-0.01,5.6,0.08,-0.26,0.05,30,0.75,0.27,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,63.95,2737.05,0,0,240.8,2977.85,0
8100-PNJMH,5762,0.02,39,0.19,0.39,0,93226,35.735694,-118.738483,2,68,1.63,-0.03,-0.01,41.61,0.08,-0.26,0.05,14,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,88.85,6132.7,0,0,2829.48,8962.18,0
8104-OSKWT,5763,-0.02,61,-0.4,-0.31,0,92804,33.818,-117.974404,0,12,-0.78,-0.01,-0.01,14.42,0.08,-0.26,-0.64,14,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,79.8,1001.2,21.53,0,173.04,1152.71,0
8106-GWQOK,5764,0.02,47,0.13,0.39,0,92086,33.323705,-116.626907,5,38,0.23,-0.03,0.08,,0.08,-0.26,0.05,25,0.75,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,60,2193.2,0,0,0,2193.2,0
8107-KNCIM,5765,0.02,73,-0.4,0.39,0,94111,37.801776,-122.402293,8,14,-0.78,-0.03,-0.01,45.46,0.08,-0.26,-0.64,4,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,2.6,-0.34,-0.35,75.1,1013.35,0,0,636.44,1649.79,0
8107-RZLNV,5766,0.02,22,0.19,0.39,0,90280,33.944624,-118.192615,10,72,1.63,-0.03,-0.01,15.09,0.08,-0.26,-0.64,85,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,106.3,7565.35,0,0,1086.48,8651.83,0
8108-UXRQN,5767,-0.02,23,0.19,0.39,1,90260,33.88856,-118.351813,1,11,-0.78,-0.03,0.08,,0.08,-0.26,0.05,41,0.75,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,50.55,565.35,0,0,0,565.35,0
8109-YUOHE,5768,0.02,58,0.13,-0.31,0,91326,34.281911,-118.556218,0,17,-0.78,-0.03,-0.01,36.47,0.08,-0.26,0.05,15,0.75,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,0.76,56.1,946.95,0,0,619.99,1566.94,0
8111-BKVDS,5769,-0.02,31,0.19,-0.31,0,92027,33.141265,-116.967221,0,10,-0.78,-0.01,0.08,,0.08,-0.26,0.46,24,0.75,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,40.7,449.3,0,0,0,449.3,0
8111-RKSPX,5770,0.02,20,0.19,-0.31,0,95401,38.460517,-122.790335,0,4,-0.78,-1.14,-0.01,29.98,0.08,-0.26,-0.64,71,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.14,-0.2,-0.9,-0.34,-0.35,72.2,305.55,0,0,119.92,425.47,1
8111-SLLHI,5771,0.02,65,-0.4,0.39,0,95128,37.316146,-121.936285,1,39,0.23,-0.03,-0.01,33.25,0.08,-0.26,-0.64,26,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,105.65,4284.8,0,0,1296.75,5581.55,1
8118-LSUEL,5772,0.02,74,-0.4,-0.31,0,95678,38.759751,-121.288545,0,23,0.23,-0.03,-0.01,17.62,0.08,-0.26,-0.64,29,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,106.4,2483.5,0,0,405.26,2888.76,1
8118-TJAFG,5773,0.02,33,0.19,0.39,1,90247,33.890853,-118.297967,1,9,-0.78,-0.03,-0.01,36.94,0.08,-0.26,-0.64,16,-0.69,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,101.5,906.85,0,0,332.46,1239.31,0
8120-JDCAM,5774,0.02,42,0.13,0.39,1,94589,38.161321,-122.271588,1,4,-0.78,-0.03,-0.01,37.23,0.08,-0.26,-0.64,23,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,69.55,284.9,0,0,148.92,433.82,0
8123-QBNAZ,5775,-0.02,39,0.19,0.39,1,96085,41.737962,-123.07557,4,36,0.23,-0.03,-0.01,43.7,0.08,-0.26,-0.64,26,0.75,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,0.76,104.5,3684.95,0,0,1573.2,5258.15,0
8124-NZVGJ,5776,-0.02,29,0.19,-0.31,0,92309,35.28952,-116.092214,0,6,-0.78,-0.03,0.08,,0.08,-0.26,0.05,48,-0.69,-0.61,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,49.25,255.6,0,0,0,255.6,0
8125-QPFJD,5777,-0.02,36,0.19,0.39,0,96037,41.528541,-122.955018,7,72,1.63,-0.03,-0.01,1.34,0.08,-0.26,0.46,19,0.75,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,84.9,6065.3,0,0,96.48,6161.78,0
8128-YVJRG,5778,-0.02,61,-0.4,-0.31,0,94709,37.878554,-122.26609,0,7,-0.78,-0.03,-0.01,40.32,0.08,-0.26,-0.64,18,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,79.65,604.7,0,0,282.24,886.94,1
8129-GMVGI,5779,-0.02,58,0.13,0.39,3,94066,37.624436,-122.430661,10,56,0.67,-0.03,-0.01,35.38,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.05,1090.1,0,0,1981.28,3071.38,0
8132-YPVBX,5780,-0.02,28,0.19,-0.31,0,93907,36.77462,-121.664714,0,6,-0.78,-0.03,-0.01,40.64,0.08,-0.26,-0.64,51,-0.69,0.27,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,0.76,85.95,514.6,0,0,243.84,758.44,0
8133-ANHHJ,5781,-0.02,77,-0.4,-0.31,0,93003,34.279221,-119.221437,0,49,0.67,0.95,-0.01,36.47,0.08,-0.26,-0.64,21,0.75,0.27,0.22,0.7,-0.33,-0.17,-0.14,-0.2,1.1,0.62,-0.35,103,5166.2,0,0,1787.03,6953.23,0
8138-EALND,5782,0.02,35,0.19,-0.31,0,92653,33.606899,-117.717854,0,15,-0.78,-0.03,-0.01,3.49,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,19.75,311.6,0,0,52.35,363.95,0
8143-ETQTI,5783,-0.02,24,0.19,0.39,3,93313,35.140938,-119.051348,9,23,0.23,-0.01,-0.01,1.88,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,0.76,19.65,451.55,0,0,43.24,494.79,0
8144-DGHXP,5784,-0.02,46,0.13,-0.31,0,95948,39.346898,-121.759537,0,54,0.67,-0.03,-0.01,36.68,0.08,-0.26,0.46,28,0.75,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.3,2.6,0.62,-0.35,80.6,4299.95,0,140,1980.72,6420.67,0
8146-QQKZH,5785,-0.02,25,0.19,0.39,0,94803,37.963995,-122.288296,4,71,1.63,1.61,-0.01,6.23,0.08,-0.26,0.46,58,0.75,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,81.85,5924.4,0,0,442.33,6366.73,0
8148-BPLZQ,5786,0.02,34,0.19,-0.31,0,91934,32.649787,-116.2237,0,34,0.23,-0.03,-0.01,4.89,0.08,-0.26,0.05,27,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,-0.34,-0.35,49.8,1734.2,0,70,166.26,1970.46,0
8148-NLEGT,5787,-0.02,47,0.13,0.39,3,95364,38.224869,-119.755729,1,42,0.67,-0.03,-0.01,13.95,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,22.95,1014.25,0,0,585.9,1600.15,0
8148-WOCMK,5788,0.02,54,0.13,0.39,3,91384,34.506627,-118.699048,1,8,-0.78,-1.14,-0.01,13.43,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,19.6,125,0,0,107.44,232.44,0
8149-AIQCG,5789,0.02,43,0.13,-0.31,0,90278,33.873395,-118.37019,0,39,0.23,0.2,-0.01,8.69,0.08,-0.26,-0.64,24,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,73.15,2730.85,0,0,338.91,3069.76,0
8149-RSOUN,5790,-0.02,49,0.13,-0.31,0,96023,41.949216,-122.050062,0,1,-0.78,-1.14,-0.01,16.15,0.08,-0.26,-0.64,12,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,93.85,93.85,0,0,16.15,110,1
8150-QUDFX,5791,0.02,27,0.19,-0.31,0,94928,38.34719,-122.697822,0,2,-0.78,-1.14,-0.01,27.47,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,19.85,51.6,0,0,54.94,106.54,0
8152-UOBNY,5792,-0.02,66,-0.4,-0.31,0,96063,40.408796,-121.579609,0,50,0.67,0.95,-0.01,10.6,0.08,-0.26,-0.64,14,-0.69,0.27,-0.58,0.7,-0.17,-0.17,-0.35,-0.2,1.1,-0.34,-0.35,106.8,5347.95,0,0,530,5877.95,0
8152-VETUR,5793,-0.02,26,0.19,0.39,0,93514,37.04584,-118.397236,7,72,1.63,1.61,-0.01,28.59,0.08,-0.26,-0.64,58,-0.69,0.27,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,97.7,6869.7,0,0,2058.48,8928.18,0
8155-IBNHG,5794,-0.02,55,0.13,0.39,0,92103,32.747484,-117.166877,1,24,0.23,-0.03,-0.01,17.73,0.08,-0.26,-0.64,29,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,75.4,1747.85,0,0,425.52,2173.37,1
8158-WPEZG,5795,0.02,20,0.19,-0.31,0,90061,33.92128,-118.274186,0,11,-0.78,-0.03,0.08,,0.08,-0.26,0.46,73,-0.69,0.27,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,35.65,425.1,0,0,0,425.1,0
8160-HOWOX,5796,-0.02,30,0.19,-0.31,0,92407,34.250069,-117.393949,0,7,-0.78,-0.03,-0.01,48.16,0.08,-0.26,0.46,85,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,66.85,458.1,0,0,337.12,795.22,0
8161-QYMTT,5797,0.02,55,0.13,-0.31,0,93454,34.943523,-120.256729,0,7,-0.78,-0.03,-0.01,7.37,0.08,-0.26,-0.64,6,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,94.1,701.3,0,0,51.59,752.89,0
8164-OCKUJ,5798,-0.02,45,0.13,0.39,2,95954,39.933852,-121.584371,1,59,0.67,0.95,-0.01,2.47,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.6,1286,0,0,145.73,1431.73,0
8165-CBKXO,5799,0.02,35,0.19,0.39,3,90022,34.02381,-118.156582,4,66,1.63,-0.03,0.08,,0.08,-0.26,0.05,25,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,56.75,3708.4,0,0,0,3708.4,0
8165-ZJRNM,5800,-0.02,62,-0.4,0.39,1,94565,38.006047,-121.916834,7,72,1.63,1.61,-0.01,21.14,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,23.75,1679.25,0,0,1522.08,3201.33,0
8166-ORCHU,5801,0.02,73,-0.4,0.39,0,94605,37.758019,-122.138678,10,33,0.23,-0.03,-0.01,44.54,0.08,-0.26,-0.64,18,0.75,0.27,-0.58,0.7,-0.33,-0.17,-0.35,-0.2,1.1,-0.34,-0.35,93.55,3055.5,0,0,1469.82,4525.32,0
8166-ZZTFS,5802,-0.02,74,-0.4,0.39,0,95661,38.736685,-121.251984,1,66,1.63,-0.03,-0.01,21.7,0.08,-0.26,0.05,3,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,2.6,-0.34,-0.35,80.55,5265.1,0,0,1432.2,6697.3,1
8167-GJLRN,5803,0.02,19,0.19,-0.31,0,91214,34.239636,-118.245259,0,3,-0.78,-0.03,0.08,,0.08,-0.26,0.46,59,-0.69,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,30.4,82.15,0,0,0,82.15,0
